date,Year,Month,Quarter,total_revenue,VAT,Income_Tax,Customs_Duties,Excise_Tax,Corporate_Tax,PAYE,Mineral_Royalty,VAT_Domestic,VAT_Import,Customs_Duty,Import_VAT,Fuel_Levy,Property_Tax,gdp_growth,inflation_rate,exchange_rate_usd,policy_rate,money_supply_m2,copper_price_usd,Copper_Production_Volume,Copper_Export_Value,Cobalt_Price,Mining_Sector_GDP,Maize_Production,Tobacco_Sales,Rainfall_Index,Manufacturing_PMI,Cement_Sales,New_Business_Registrations,Total_Imports_Value,Total_Exports_Value,Trade_Balance,Formal_Employment,Average_Wage,Unemployment_Rate,Working_Days,Filing_Deadline,VAT_Rate_Change,Total_Calculated_Revenue,Data_Quality_Score
2006-10-01,2006,10,4,15148122347.7405,5803868132.430657,4370502087.482329,2731012815.718006,1417639012.9472792,2904793762.047128,1766252946.0298479,526531808.8747128,3750354677.4166026,2053513455.0140548,2124316798.2390392,606696017.4789668,721243915.0717404,472027304.08445615,4.744128882061204,10.30388433794464,7.465921931629258,7.534579218863751,34.816800649738774,7028.732655687827,65227.786425740815,412621805.25795203,34968.24221613566,6.434108627736879,1263388.87269731,89982821.53195137,129.8677298953305,52.38639084255895,347175.44052245974,3468.1640422393134,28036245009.78022,518388338.24765295,-27517856671.532566,1042693.3692687089,7894.8608945832575,10.832974299254003,18,0,0,14323022048.578272,0.9669812365813923
2006-11-01,2006,11,4,14546377131.209545,5599631343.519346,4116742681.264579,2640280931.6774263,1540131375.8101768,2823092379.740636,1367713671.2586348,534456264.2469206,3419123271.5346484,2180508071.984698,2027344853.3976238,612936078.2798027,599790924.6252859,489541166.2857753,3.953527384205417,8.190707916427856,7.7054293190833025,7.445980919892501,45.273186828031726,7122.9134049533695,71110.92379327097,455865257.09313655,30230.302903016775,4.583309940094297,1635137.7511725887,108942301.47774461,97.29628551953385,54.48655169674782,366182.40820047696,4078.8223314344314,24277094742.785175,636291357.042362,-23640803385.742813,1085630.3610363747,6704.712448451319,12.47771756772589,22,0,0,13896786332.271526,0.9248955437478238
2006-12-01,2006,12,4,17289947237.57048,6215314282.11558,3940650822.991073,3163787547.1795435,1804506588.9179013,2609218568.7103214,1525321371.3841262,682596508.5139061,3906815578.7344236,2308498703.381156,2312590831.355653,851196715.8238906,850162157.5399141,528162121.96732736,3.844743112460376,9.023992408392846,5.6309517206974755,7.186486292514017,36.17972735485578,7389.746545434854,76096.48844032882,506100386.3144788,32135.639552311255,3.9729228911470282,1089017.0616957378,105144452.3025444,115.69157153829671,49.06550570846703,354852.26701766305,3324.2429989064653,28202555450.61386,692313610.3044246,-27510241840.309437,989893.6315754006,7188.1562504546055,11.515924626187283,18,1,0,15124259241.2041,0.9779248278701985
2007-01-01,2007,1,1,15006089351.982975,6140411292.68867,3685464767.073297,2566395587.5122933,1534909333.1552932,2594806545.775648,1332269738.491279,481520066.46451527,4042650083.45535,2097761209.23332,1996737819.522243,569657767.9900502,740628295.8091542,337405894.0024224,2.46219312155586,8.047306042993036,7.997054701523687,7.55924875918713,41.510304466259484,6665.187098593844,75886.40425643612,455217374.34780747,30009.696863427936,2.8600906033994185,802216.7142730829,103755334.39815998,86.36224403072703,50.627440294713665,374772.1720339246,3730.439802207692,27758321619.497513,588404373.9718461,-27169917245.525665,1102373.208701575,7322.080911927951,10.617366439278442,22,0,0,13927180980.429552,0.9759834381398876
2007-02-01,2007,2,1,14206648862.399862,5664918316.582984,3976271667.981329,2699705463.4419165,1265570776.139131,2538400176.798875,1474664496.176067,514671641.17996913,3778398787.774902,1886519528.808082,2021523847.1925306,678181616.2493858,598285623.0540408,481188535.11480933,4.80211478161432,8.445455897105457,7.7033454491417945,7.0005161398798075,44.757701901386206,6475.608282295156,65411.203834136184,381219599.97290605,35966.03711357097,6.396246171277724,765384.9385358605,100907410.01960492,109.09518290789829,51.60685144873586,360511.4049710957,3619.323230431639,25576915495.70869,413495827.31299734,-25163419668.395695,1103524.3022543516,6625.581271995798,10.163890902623546,22,0,0,13606466224.14536,0.912913670555608
2007-03-01,2007,3,1,16591483784.6903,6327907912.413904,4433322604.051097,2736979629.2765584,1476344538.6953301,3047880123.6423965,1350155718.4813488,575884498.3811969,4033501726.910218,2294406185.5036864,2136690351.9353876,600289277.3411707,624803664.2227871,356106504.20038235,4.756292392507794,8.850628746909278,7.996634858689978,9.108883696655118,32.90355477733066,7401.955915920466,64626.75606890271,430527959.469867,41179.058100034694,5.633401139236752,980000.7448849747,94935883.572386,142.80886116578893,52.39793696744686,327337.644271328,3614.6625465472657,31530933814.87155,538384644.2142684,-30992549170.657284,1034620.0897436554,6605.981501073522,10.506257717809827,18,1,0,14974554684.436888,0.9685923670416803
2007-04-01,2007,4,2,14877810597.929497,6159866191.495328,3720485391.1904454,2532941912.9239078,1475367316.6807823,2256513988.404866,1199276907.8929074,692302734.0640045,3880228162.992217,2279638028.503111,1904143045.5218663,628798867.4020416,693122820.2727352,440131440.66600215,2.3315484480889523,6.0150551456048476,7.538736859368615,6.394166760284141,36.78621348525721,7817.459159106211,70928.4629487053,499032326.0877136,35986.63631297606,2.6083666770395753,1127202.7312238587,87004187.63072403,132.84598626818763,51.62279310898318,327034.73422494764,3663.755528750972,29224911344.609707,592723409.3342445,-28632187935.275463,1004124.8589492869,7383.830733421752,11.271495310825648,18,0,0,13888660812.290464,0.9647611374215649
2007-05-01,2007,5,2,14744528284.091843,5615830986.947016,4053022781.959679,2581667038.6088586,1235067267.1310089,2621117859.2818546,1479047546.1323547,602377258.5426841,3713704770.596504,1902126216.3505113,1883601602.6837173,698065435.9251413,554325845.6781888,429481992.0872542,4.488662794645724,10.995100982534822,7.728681293797406,10.54486819788886,46.11461662880554,6363.584594737492,70917.1613415587,406158619.8740906,33152.36535583321,5.327381738704178,1237265.0269604146,107841715.17712307,144.7619439546891,48.91041871701597,349269.2595390068,3472.1799364579115,29865343280.32735,580415619.4003288,-29284927660.92702,1091043.2166576071,6393.378843313733,11.345849715858746,18,0,0,13485588074.64656,0.9010680397327563
2007-06-01,2007,6,2,14073639493.676683,5628637768.721664,4081266820.284703,2632896955.878522,1418053619.950635,2743755986.546867,1487488986.5904243,717215498.4274877,3519287480.564303,2109350288.1573617,1982799768.7799368,650097187.0985852,759505065.8606097,409188202.69841266,4.442424978076659,7.850852159878504,7.131408113742822,7.624622767722323,48.60821742788907,7844.474871588994,66483.83240823001,469377677.42396486,35769.159580391286,5.671407351789954,1209199.6663813714,91303361.24032703,98.48433095269338,50.398442582878964,362339.30401921505,3432.9072643979675,30155255135.34117,547359812.5251195,-29607895322.81605,1085979.2644849138,6582.069589620553,12.69271123954063,22,1,0,13760855164.835522,0.942429040078327
2007-07-01,2007,7,3,15733808889.544416,5761599153.315613,4406754461.083419,3019279228.6304483,1570779185.612028,2897713440.894583,1492638369.9447255,593255385.001239,3600249668.490856,2161349484.8247566,2313565292.0520906,705713936.5783578,684941175.2992854,450005801.55623144,5.804515502821662,7.620030236649956,7.325221432045709,7.422884468535464,40.57294391033881,7385.929928112935,73325.19331243704,487417265.79389566,36700.256472844456,7.296631802233224,922086.3726822207,108428514.26968557,105.48279151893853,47.452518631165745,348858.7842913212,3136.7155745133114,23717034036.9841,659613660.5918957,-23057420376.392204,1104448.4971295586,6656.598440653735,10.291929347902231,22,0,0,14758412028.641508,0.8872682315589815
2007-08-01,2007,8,3,15745076882.028263,5309156198.983918,4524342068.480488,2760065603.5613484,1719646043.3888361,3006337697.9337153,1640539259.2448149,591360493.8348333,3515388821.1161075,1793767377.8678105,2009160860.6837013,750904742.8776472,804710098.7669601,394586676.2341723,4.755382105900407,6.456718679336575,6.951647020972754,7.237397526180595,46.391050363117856,7273.178792333709,71840.04899544454,470254968.71449363,29814.912153061166,6.060171313354177,831159.2340270396,108090479.72628608,133.9768166591362,47.091643380316974,346929.4635520944,3316.3918423711402,24127099919.745445,601126124.7030593,-23525973795.042385,1037242.5272438758,8108.358243172761,11.379626492027363,22,0,0,14313209914.414589,0.9636710720583461
2007-09-01,2007,9,3,16714116746.344799,6714370475.217258,5032693710.458362,3008652704.9699707,1454601396.7756898,3424530872.746039,1725021536.556771,695212043.1086468,4228187347.950912,2486183127.2663465,2261645586.926226,747007118.0437444,587264430.8652157,522766071.9276466,2.3105149630191244,8.17234465415384,8.177358314381365,6.500189014838961,31.933711407638103,7925.899264873672,64483.709934096085,459982250.24668133,32959.495804198894,2.542533318616187,1076209.0621013658,104432245.51005898,119.61869491721284,49.8337303595597,291106.44678720617,3499.936789591605,29949030925.79263,562788653.519742,-29386242272.27289,1154764.7795468268,7379.238263802377,9.836930847181932,22,1,0,16210318287.421282,0.8974545883503496
2007-10-01,2007,10,4,16910272344.465324,6362703175.384009,4288699669.4435515,2992362154.118552,1555738534.34614,2779481650.473676,1660254899.8805444,679387138.3563313,4077563570.1410246,2285139605.242985,2227771599.430836,764590554.687716,773256202.4585513,549259588.7410948,4.4652020488238575,13.573494228063172,7.766010461308778,11.125093780953177,31.17092070538356,7023.846085251858,68977.89043092128,436041077.10494226,35957.69649722415,5.1083061345974015,1280749.5183209628,109513890.69262007,113.42146328740692,45.625169870004115,356176.98174020136,3310.7550504436604,26363708054.50687,539629376.614819,-25824078677.89205,1044773.7321172075,6602.627667730893,8.71443394290093,18,0,0,15199503533.292253,0.8870814701385764
2007-11-01,2007,11,4,16738551868.39076,6450547111.205828,5193306204.676685,3363594478.9448314,1743261254.8970773,3492674607.812871,1914886990.2058797,523317394.62585676,4245719506.678911,2204827604.5269165,2464768848.397704,898825630.547127,906789589.4639505,560566006.6842936,4.463518501470425,13.6379584571695,8.059094329003086,10.617487694637232,41.83406009051938,6234.897357256086,66339.62090963524,372258654.38176984,32602.535163003784,5.488599245046457,1622468.546610097,101741529.98323113,128.52111353308882,52.160854029538925,358456.75689368224,3489.8603025384227,39907787335.880615,525254340.47839236,-39382532995.40222,1050046.7447364994,6301.439798823548,9.9188359857462,22,0,0,16750709049.724422,0.9200219095538811
2007-12-01,2007,12,4,18470418917.01759,6960857352.434253,4836384558.32842,3745602562.9164705,1941387330.2477891,3293178483.82623,1597288369.0693867,572980597.8172128,4643521843.275608,2317335509.158644,2816566540.34751,929036022.5689605,868496317.6733187,422787286.42165494,4.439932478207759,7.895729228907723,7.262638928110691,7.260480302363161,46.38657167224458,6384.519460281957,73880.97041532163,424525044.02502286,30912.99551546325,5.057274973757365,1246713.8301344947,101343396.4536054,102.49293290309632,50.874181808486874,317127.8675361652,3528.2433258512588,39799390457.66899,522302848.5431087,-39277087609.125885,1084434.6616875697,7045.221131666778,10.354491477140595,18,1,0,17484231803.92693,0.9376922138599644
2008-01-01,2008,1,1,16428675789.298996,6463284510.726091,4504000403.512881,2841549182.4064474,1748771463.5636778,2832030772.129782,1593339504.2132936,414809751.4593613,4298961743.037013,2164322767.689078,2165969090.822412,675580091.5840354,698049836.466594,472810678.83650994,2.439258486896774,3.8721229249822624,7.9748250236498475,6.031405661932439,41.08275891958876,5940.229125471545,67962.84079843845,363343361.7246029,34327.516077991335,3.008547259964866,770044.4782736567,110632422.29146506,102.98044975348249,50.46345090799848,367494.95113975194,3533.9188375085655,31459959732.963905,545743513.5780437,-30914216219.38586,1104338.0231304474,7085.286696312718,12.513948183523647,22,0,0,15557605560.209099,0.965491695855977
2008-02-01,2008,2,1,16245148081.970161,6224867483.858466,4668091807.0891905,2412398030.86168,1726129511.7958128,3158229929.6015234,1550876972.9774213,491278253.28138787,4061545225.213194,2163322258.6452723,1866690198.0783699,545707832.7833102,877833574.4631456,532702097.10580003,5.144670580232885,15.039648683111595,7.587261575735332,10.96663215812091,46.18487474563254,6003.976570360118,67164.46178170876,362928469.4084043,35006.89825503992,5.5167470718328735,726723.7567171152,106047263.92332557,139.1221387329632,47.49818992723373,330125.4672157477,3644.4907418619973,28188905436.54702,492235559.13516206,-27696669877.411858,1012675.948991564,7918.53055584972,10.335695768854702,22,0,0,15031486833.60515,0.9774242525521737
2008-03-01,2008,3,1,18704718819.334103,6741082957.903867,6382778409.966283,3057328538.2533154,1812011641.768574,3831953048.9671707,2337143321.14186,688031888.5181406,4618380068.896092,2122702889.0077746,2389181165.632682,668147372.6206334,773202983.0937209,547034679.6689888,2.997909450051157,10.733680170135532,8.643746877024054,9.781705585429677,45.24977598392386,7065.656925623721,67407.0862760334,428647811.38413393,32741.702619201886,3.6559580643227885,968575.1410151384,87970827.51927483,126.97913835000296,50.48676969184848,347459.93331915134,3320.6196246940244,30064334566.04144,566324287.9876807,-29498010278.053757,1012555.5286560166,7428.004329694335,11.141987264140818,18,1,0,17993201547.89204,0.9239492512569863
2008-04-01,2008,4,2,17493045214.109123,6755271815.188268,4826030493.307744,2952849206.961094,1718381337.1302056,2912709446.6657095,1618000983.8394055,469949012.0891332,4352438452.048414,2402833363.139853,2114109323.36436,838739883.5967337,733506909.8117464,471201880.70937574,3.352145756769396,13.257489677094412,7.839943178394315,10.144116074543241,44.91533504462968,6504.511337375962,72850.70691581944,426472424.1628208,29925.32596845179,3.767414137126627,1018529.3752093317,87482502.59700827,100.95825003625158,47.88337415979734,341584.69054973655,3498.567474641684,27882505849.298203,536800933.1733195,-27345704916.12488,1011665.0845576344,6919.2804148126115,9.991571365809186,18,0,0,16252532852.58731,0.886044692298527
2008-05-01,2008,5,2,15707110344.390665,5520616108.364711,4643449749.341112,2627804371.186194,1566838088.1466446,2755548419.2855687,1570349436.6499672,630589628.2254797,3575508074.524118,1945108033.8405926,1937450844.9139624,690353526.2722316,841302066.0514442,445984332.45796335,3.7960872991815053,4.295733857530999,7.753518497107103,6.3317014450880045,56.93183498656915,6702.7404986228885,76572.65017053037,461921943.04640704,39070.75881059133,4.738301497117392,1251607.6291478423,98507061.3794439,137.95779797860592,48.97857613590976,313362.1213194313,3270.616387938443,30752396986.74603,597045928.821998,-30155351057.92403,892428.8806711119,6205.5382681649035,10.402217963524185,18,0,0,14358708317.03866,0.9549115579025871
2008-06-01,2008,6,2,15643421566.990763,6052422596.988786,4975902266.593866,3197349293.512574,1911435302.2624297,3210594670.5983977,1785695750.2163727,493809431.7465193,3750487455.289329,2301935141.6994567,2340950451.016383,856398842.4961909,898574170.585809,368283249.74461585,4.205737914552552,8.80729960944593,8.493882494153297,6.439357282487352,41.275527540342914,6245.025703594192,68687.30625466681,386058593.7639363,30456.748521292808,4.746154972079598,1123881.067168516,88983396.55831578,131.7000086767046,46.4067955407666,340576.0398091937,3605.2439431502758,30332624901.615612,474160296.1532588,-29858464605.462353,1047807.1020743207,7534.862604180355,11.00744096428669,22,1,0,16137109459.357656,0.9365173256223938
2008-07-01,2008,7,3,16798161449.428532,6482808554.157623,4829544306.337776,3364844543.2847395,1795537155.9932709,3118658682.2006755,1518811729.87736,533272643.057953,4209798577.8884854,2273009976.269138,2462414541.828596,902430001.4561436,723915120.5590079,447857499.4718953,2.587107826953692,11.051629953564118,7.448853925081789,9.934422284483826,42.46095764430558,6804.205246783895,68522.03738016951,419614205.6362244,34063.354907968125,2.525474838117705,1052115.1284910566,72915145.9507246,119.92885228856102,46.10265345695405,374089.2200746775,3072.853119295665,37590906969.21457,530168451.7557236,-37060738517.45885,1030031.675307984,6394.998214057036,13.210048649407135,22,0,0,16472734559.77341,0.9247891344844463
2008-08-01,2008,8,3,17018002922.63705,6292527159.203747,4667205163.833175,3136586988.0979967,1694055017.028182,2974283416.313934,1553735991.7856674,529755802.28703326,4131611506.8381963,2160915652.3655505,2301339292.496882,835247695.6011146,716055114.4559616,614455047.840352,3.289769952860929,9.637174644645524,8.476699513110605,8.82043327755377,44.54834810072727,6093.070296243863,64458.470985379914,353474995.4120837,42145.58509275515,3.7454193960412088,832587.533423847,86478959.44006217,131.5688277488543,49.818146026884634,371443.48215897044,3309.6002658305792,33463163841.112823,462983936.3445691,-33000179904.768253,1125460.2557598175,6595.583806195635,11.531671979543948,22,0,0,15790374328.163101,0.9109268878792189
2008-09-01,2008,9,3,18595295831.365593,6630241817.660365,5633213992.640942,3439574188.792512,1958717049.3912063,3498898433.4224772,1805841573.0574865,641977937.6416409,4425825223.040403,2204416594.619962,2680987842.492478,758586346.3000339,822271314.7466477,536516249.1703786,2.825171797898161,9.354102135341174,8.112542908890854,8.560822024548628,45.606899249185965,6499.155028960622,58535.47616742231,342388020.8754966,33037.64446969564,3.671754447588395,1195806.5929760493,88800840.16781697,114.5734922757945,46.057059004759004,311756.46684006264,3396.3232183157347,34205883466.003334,461706092.3515963,-33744177373.651737,978881.661565868,6964.940304914881,12.848970875499171,22,1,0,17661747048.485023,0.9302398527843536
2008-10-01,2008,10,4,17027652287.9558,6708559086.745738,4444586229.289582,3511279806.155193,1861495567.0154943,2857439337.8770595,1707026030.2875473,511860605.2983654,4212130698.4787917,2496428388.2669463,2598187281.0687423,913092525.0864507,791809923.0938944,439644872.63184834,2.600906856821368,11.994247019716893,8.508003424387214,10.16378519691577,47.63042991372107,6759.814166095452,57153.33267527519,347711317.0721021,36146.57064217323,3.5665371479634818,1340624.6959492778,74031979.18651533,119.77048930871797,45.55200215751265,372631.8423363989,3511.1357679527723,35484129213.26783,495965223.5217443,-34988163989.746086,1019684.2011267132,7236.739689335047,10.959810433718713,18,0,0,16525920689.206009,0.9138679604457031
2008-11-01,2008,11,4,16832541596.619804,6553486215.169725,4883580511.300852,3074603125.9628882,1529732273.533247,3023703584.9162264,1695024642.333403,638381461.305713,4458519390.617714,2094966824.5520115,2342977841.8737316,731625284.0891569,693889378.6694503,487116166.33340925,3.192311061884465,13.310393833653636,8.499579384723233,9.00030948059852,40.26643519026935,6425.433803291098,61668.0443017248,356619542.79524,35387.40259259431,3.9130559027740097,1438907.2840539867,80437667.44885571,119.41038068663785,49.115129411587304,323523.88899997406,3292.169853082366,31144193751.111988,452848551.8700223,-30691345199.241966,986639.6007981718,6853.042484677773,9.330233038470473,22,0,0,16041402125.966713,0.955701186774736
2008-12-01,2008,12,4,19890750053.889263,7427763234.659368,5337245448.449664,3890147022.5031166,1686865675.062252,3015732254.2327757,1795797540.050247,511868138.79135704,4910010103.101387,2517753131.5579805,2955301637.2590895,934845385.2440271,798028005.0721021,517934354.89975435,3.5384758723642182,3.8700313634323003,8.680993856394611,6.368404297450045,34.51178399409413,6449.433197662086,55102.6307310423,319842662.3237694,37053.81094787942,4.180071117551775,1108474.5037779792,94472790.64447664,129.7382808192755,47.12252454992475,332110.1995971819,2816.5483229480537,36340787123.72324,430300604.42194486,-35910486519.3013,1014218.6316205993,7004.4921107947985,11.180205834136032,18,1,0,18342021380.6744,0.9343893696492641
2009-01-01,2009,1,1,18709662669.52301,7028676852.976299,5002856612.393804,2754446777.8180184,2084974259.955671,3312386418.779561,1815179052.6803398,529739769.5607429,4375818931.123391,2652857921.852908,2026752733.699743,727694044.1182754,908157586.7978209,487971060.1042456,2.501680934978551,9.951391312989712,7.718633717357695,9.585911826084079,46.38486480484218,6084.694210498433,74822.11666530509,409742730.08155817,30716.139530866036,2.8630370433011585,783241.4904689853,94338757.88827188,115.34433746298613,47.374486912989425,306739.9744870133,3248.9206462172847,27966179069.295654,574383802.1364181,-27391795267.159237,1064712.2082006857,6191.824145550282,11.073547863198677,22,0,0,16870954503.143791,0.9676847774154111
2009-02-01,2009,2,1,16677654997.345798,6454566859.402502,4928298917.233008,3140329075.7954655,1706795290.841019,3166649596.6207237,1902401987.208375,557042797.543711,4213587701.897851,2240979157.504651,2401235953.107588,739093122.6878779,749847039.1874187,554922003.7263707,2.5492745612939522,13.524562415284933,8.948062234355337,10.200693272269188,55.815942033354446,6873.389626111422,63651.025175713774,393748466.52069724,46751.029000028604,2.3799180126579067,673185.5594085278,73854908.5658865,130.39568443226253,47.8197577760555,338478.9514898775,3128.0909283759975,35421231684.30015,552890755.3779025,-34868340928.92225,1093843.8818172612,6920.2413765682795,11.286523951961799,22,0,0,16229990143.271994,0.9343543914649441
2009-03-01,2009,3,1,20387206449.161537,7927973673.443686,5238750234.588575,3451037684.2611113,1829022625.1736073,3051863880.2154417,2031794497.164734,477373210.2569738,5105478724.643768,2822494948.799917,2504799253.5483346,946238430.7127768,858632726.1629446,637250415.3847758,2.0613836183120955,11.953333643728802,9.091407113828627,9.247064352056993,47.94041991969885,6629.491059283564,64922.90829443888,387365256.0726024,31221.042499208186,2.68983911105474,839343.4404866796,108342579.03954591,116.39506882603744,46.93258415597811,317593.20633125136,3273.468398948172,34798473352.70465,483432804.56714773,-34315040548.137505,1047395.0365285759,6949.238586590325,10.510915197793794,18,1,0,18446784217.46698,0.903826241333993
2009-04-01,2009,4,2,18437354414.805904,6978771473.351181,5513340443.413671,3036310782.488061,1931031133.5602276,3539403394.695736,2069725222.0338397,416644344.5897994,4239292776.908679,2739478696.442502,2350726594.6665483,685584187.8215128,842990043.7736088,498655111.2255801,2.764584078621991,7.329987590255958,8.802296454563246,7.161147042303101,48.121921086892684,6095.530227321951,69053.56344139887,378826274.9352068,38178.3079837548,3.165794582606767,1194687.6524372515,90450067.05940655,106.95036659027188,49.573147577149214,321507.6578535007,2707.520374760168,29225031572.845467,453131388.7150389,-28771900184.13043,984436.2092269527,6376.286680888714,10.789408471832969,18,0,0,17459453832.813137,0.9651091882232145
2009-05-01,2009,5,2,17704059910.956245,7328805537.125418,4650831247.589869,3603076133.49514,1618239589.1147087,3096317467.282913,1469038463.900996,469136713.0622562,4616822526.377292,2711983010.7481265,2648085471.207206,954990662.2879343,609527321.8925463,486737529.0889604,4.029602722571574,10.272886754928274,8.030081639225463,8.677353067245145,43.193664820850934,6227.952097585351,70546.4352734677,395423837.5847061,37578.14044221978,5.229788507731128,1273217.9621739432,96561171.42149496,126.82675561791925,46.44321365024935,356377.9449507105,3055.1592847060124,34673481006.4885,505892809.72034895,-34167588196.768154,1096927.8517175794,7557.716648690567,11.71945822356938,18,0,0,17200952507.325134,0.9357219044930044
2009-06-01,2009,6,2,17684682061.293156,6442709831.175478,4820024095.630706,3299248941.1426907,1801215911.0729787,3194535297.0618606,1719151707.3059785,490659831.302285,4352548617.22783,2090161213.9476483,2518214290.215151,781034650.9275397,745320941.128695,582386023.1145512,2.8944429507274845,8.465859353275967,7.453674545852852,9.99958516592942,37.75297339582064,5295.8109341552,63588.35161389778,303076698.9856068,32734.47066009644,3.732304157855034,1242356.0998849452,107810205.32319923,142.04857932568387,49.255735046413456,363480.88869464083,2947.1244636566416,31262204453.178093,371714374.1196709,-30890490079.058422,1103407.2995212004,6479.929630198927,11.410828482670818,22,1,0,16363198779.021852,0.9006841038143562
2009-07-01,2009,7,3,19129007587.43136,7189055559.200634,5560222926.127936,3352330334.014497,1908581822.678099,3583182666.9649477,1892415275.5105183,365816267.24450654,4518917762.807877,2670137796.392758,2642401914.247528,709928419.7669685,736669108.8270339,591993032.3119566,4.013295565297684,11.365608700251997,8.541875511830751,8.835953384000634,53.44809452648334,5411.877550255655,70513.0846036459,343447361.609174,28725.386659988537,4.890084451287515,1012783.9133511247,100330884.85044634,109.00374816644278,47.73893249890221,331305.4120268366,3114.2304872160275,35629847500.90368,438255752.70309865,-35191591748.20058,1014618.2574699511,6870.215847866729,9.642325427259351,22,0,0,18010190642.021168,0.9423507809956222
2009-08-01,2009,8,3,19738122400.777657,7958686892.364746,5178861578.768341,3341993523.0007734,2208051371.980771,3589417493.6044817,1775607322.8653114,537976402.5944494,5180468909.268634,2778217983.0961127,2584365737.2198086,757627785.7809647,856106350.1177763,397723121.43010235,3.653852102036505,14.958011098674344,8.555743020280604,11.631440316211357,53.377836811358236,5914.475914048867,68934.27760964715,366939112.11715454,31199.05275518957,4.489536803396512,882364.8990398834,99595443.7733507,131.01703043818372,45.8627939199013,354062.2772323974,3503.5739539421957,33868753253.97155,479941602.64696956,-33388811651.32458,1096369.5552224622,6584.148464871871,10.656698145830749,22,0,0,18687593366.11463,0.9157716764942427
2009-09-01,2009,9,3,19490710573.62915,7394186066.082449,5564497258.793706,3820849617.0077796,1966844299.8948953,3523114767.5692453,2116953784.7224905,504474493.93999046,5054132182.214805,2340053883.867644,2793384420.7536864,1027465196.254093,771656891.0753764,695556660.0909266,0.4416934711529823,11.856033603175472,7.685920055445737,9.597896707621286,46.67499842367745,6563.710063868043,67006.35443397012,395829254.6472229,30310.372117318006,0.5396003491160684,1142552.868172388,80369653.26867831,137.13586963874548,49.296251689652294,326565.5672915208,3482.34759020929,41055145911.04226,571555503.4948102,-40483590407.54745,1046355.8862752455,6150.944180227307,11.65858434820641,22,1,0,18746377241.77883,0.9644405612292065
2009-10-01,2009,10,4,18786300149.505974,7170837560.9808035,5333855731.021346,3126772553.21161,1587637641.516688,3508286425.140949,2043487180.6772323,479273690.5477618,4729191429.124236,2441646131.8565674,2468328301.064424,658444252.1471859,712891476.7082016,484901700.35692406,2.9231847461633276,8.31186169903629,8.379923593846254,7.513736196983875,43.73348346586833,7042.6914653907115,59847.755133027465,379340346.86834913,39181.643596677284,3.5776359372595605,1486778.8376848118,106387824.61885531,129.41106831341003,50.4215479995537,299381.0321229188,2989.071039843124,30801932383.064835,512215092.81869656,-30289717290.24614,1159818.0411463482,7378.039456907566,10.357318723187966,18,0,0,17219103486.73045,0.9253299738646543
2009-11-01,2009,11,4,19052842897.86916,7323160257.754185,4961812130.267761,3404349260.027887,1969731004.8339849,3198177875.8720098,1663047445.0868778,545721940.8059591,4827158938.132035,2496001319.6221495,2486555680.4929495,917793579.5349373,772791222.5015908,410841753.13553494,1.5288869421376206,12.863335051490784,8.050980620457976,10.147282876138883,56.21957702975592,6533.162305507574,56214.72467667226,330533928.2449095,28222.762484438554,1.7262630421828278,1544470.040642354,109900965.7072891,122.98790174384635,48.61381956130249,374812.59088170866,3150.7528907480523,27926768875.333057,478956204.8042277,-27447812670.52883,1028997.988726895,6849.205709712203,9.46891701274049,22,0,0,17659052652.88382,0.9526441358107417
2009-12-01,2009,12,4,22126218932.37672,8520805472.952571,6684729199.200245,3795549024.0207005,2032023878.7465045,4360744935.922604,2512449344.5355997,456352254.962318,5562221689.537512,2958583783.4150596,2788154362.121042,1007394661.8996588,869676066.1790309,639260917.6919662,2.1809278726413406,6.625492058050344,8.904887574914053,6.631690868410494,53.512693216627966,5713.180952766176,59385.24743455484,305350798.0665646,31218.382876857126,2.6547453994431454,1305496.46136604,95320103.38962714,145.33669662492434,52.10895223366269,317572.5789644918,3354.89116482575,40118043607.89801,402925087.7602571,-39715118520.13776,1066391.073271368,7252.987694750023,8.041087248113648,18,1,0,21033107574.92002,0.8895536207636238
2010-01-01,2010,1,1,20249024532.548786,7182455990.716338,6289062136.6235,3684809526.835662,1905520809.0343513,4043677984.3155646,2353513847.9215136,491316374.3678374,4581350464.219357,2601105526.4969816,2757916248.2645445,926893278.5711173,898057061.711181,649812029.0296068,3.208638613969598,9.498533710985903,8.488762551610867,8.0743328367024,46.784620054674846,6650.396267112496,56208.50497611455,336427948.5058138,40319.70493780428,3.931406551958568,852149.1693680027,104022447.96865217,139.6172101581809,48.691655933183384,295010.8818791294,3603.775974819497,37038908896.59077,456761289.3465729,-36582147607.244194,1004797.7685764078,7292.663250039032,11.662927732742661,22,0,0,19061848463.20985,0.9196024346302346
2010-02-01,2010,2,1,18649829469.501556,7174581144.29917,5077341504.933244,3241261380.0616717,1775902860.3259015,3109089450.653698,1757625134.3434951,402653885.82772475,4583035244.1809635,2591545900.1182055,2276893234.2551026,964368145.8065691,769082141.1799122,541053089.2945169,4.4514118371539215,13.294532717719182,8.910445685306353,10.779539149357012,46.10411884060201,4809.324664266964,65999.19441820476,285670398.1835004,31361.638225718878,5.345907552256058,639961.7950429074,107064505.44847877,147.4593304215967,47.840206624085575,345738.80455963215,3287.7392725460377,28079937259.842175,359606943.0592387,-27720330316.782936,1079263.0650052647,6817.726140628278,10.32801338923163,22,0,0,17269086889.619987,0.9783241436472399
